Discriminator_A_avg_losses,Discriminator_B_avg_losses,Generator_A_avg_losses,Generator_B_avg_losses,cycle_A_avg_losses,cycle_B_avg_losses
0.20805953443050385,0.225419819355011,0.4631801247596741,0.4672674536705017,2.6987080574035645,2.6712052822113037
0.15761885046958923,0.16605626046657562,0.4779827892780304,0.4848426878452301,2.3254668712615967,2.2293264865875244
0.16308502852916718,0.17952729761600494,0.426254540681839,0.46045565605163574,2.1262903213500977,1.9905023574829102
0.1670459806919098,0.17552469670772552,0.42609062790870667,0.45671218633651733,1.9509029388427734,1.8237049579620361
0.1525096446275711,0.17170658707618713,0.42529529333114624,0.44330695271492004,1.8523205518722534,1.7146509885787964
0.1492009460926056,0.16798923909664154,0.4242684841156006,0.47996073961257935,1.772098183631897,1.6361218690872192
0.12187853455543518,0.2017270177602768,0.386752724647522,0.5565240383148193,1.6738122701644897,1.5591779947280884
0.10551159828901291,0.1664506196975708,0.39357656240463257,0.5879095792770386,1.6494005918502808,1.5229742527008057
0.10707725584506989,0.16228681802749634,0.4111042320728302,0.5843191742897034,1.6575063467025757,1.5284982919692993
0.08999745547771454,0.16154983639717102,0.42052406072616577,0.594031572341919,1.6094757318496704,1.4668315649032593
0.08957094699144363,0.16189314424991608,0.4175121784210205,0.6014681458473206,1.5892820358276367,1.446380376815796
0.0923416018486023,0.16216927766799927,0.4372681975364685,0.6070811748504639,1.551137089729309,1.4124292135238647
0.08101517707109451,0.14949949085712433,0.42718735337257385,0.6012313365936279,1.561402440071106,1.4079731702804565
0.0844300389289856,0.15182067453861237,0.4485150873661041,0.6026087999343872,1.520444393157959,1.3776516914367676
0.08354807645082474,0.1447485238313675,0.44852423667907715,0.6052348613739014,1.502099871635437,1.3609274625778198
0.5691847205162048,0.13562816381454468,0.46696195006370544,0.6744736433029175,1.89124596118927,1.6084028482437134
0.24015925824642181,0.5405221581459045,0.8314225077629089,0.28616535663604736,1.6376229524612427,1.4628658294677734
0.22391128540039062,0.24927696585655212,0.2800939977169037,0.3266974091529846,2.151564359664917,2.0540056228637695
0.22899509966373444,0.2457474172115326,0.26782864332199097,0.3190988302230835,1.6778823137283325,1.558003306388855
0.2239101380109787,0.24352151155471802,0.2706233263015747,0.3230122923851013,1.5323799848556519,1.4211831092834473
0.22230802476406097,0.24424625933170319,0.27398020029067993,0.3226422369480133,1.4478182792663574,1.3397384881973267
0.21421366930007935,0.2441968321800232,0.27970606088638306,0.33407068252563477,1.4073563814163208,1.3064459562301636
0.20560099184513092,0.24308334290981293,0.28902092576026917,0.35059693455696106,1.3652782440185547,1.260811448097229
0.19447863101959229,0.23928602039813995,0.2953234016895294,0.39357736706733704,1.355332851409912,1.2530572414398193
0.15846359729766846,0.23794668912887573,0.2995098829269409,0.44401299953460693,1.3305232524871826,1.2318733930587769
0.16038170456886292,0.23892433941364288,0.2984393537044525,0.47553613781929016,1.3302775621414185,1.2218729257583618
0.11364489793777466,0.23738695681095123,0.293243944644928,0.500633716583252,1.3013123273849487,1.2065374851226807
0.11052793264389038,0.23962923884391785,0.2928721010684967,0.5241365432739258,1.2969834804534912,1.2027875185012817
0.10411062091588974,0.23607386648654938,0.2965146005153656,0.5461930632591248,1.2982643842697144,1.1897879838943481
0.09444724023342133,0.23736979067325592,0.2981708347797394,0.5506129860877991,1.2829022407531738,1.1864699125289917
0.09206104278564453,0.23336130380630493,0.2997649908065796,0.5602436661720276,1.2713685035705566,1.1713632345199585
0.2894885838031769,0.235534206032753,0.3004613220691681,0.5836057662963867,1.3055037260055542,1.194187879562378
0.25321537256240845,0.23484835028648376,0.30420324206352234,0.2631819546222687,1.200885534286499,1.081565022468567
0.24812191724777222,0.2316374033689499,0.3077879846096039,0.2640553414821625,1.1764951944351196,1.0495973825454712
0.24707406759262085,0.23599831759929657,0.3060504198074341,0.2658593952655792,1.1740442514419556,1.0453770160675049
0.24626554548740387,0.2283000946044922,0.2974589169025421,0.2674042582511902,1.1497143507003784,1.0250412225723267
0.24514296650886536,0.2319675087928772,0.3069742023944855,0.27079683542251587,1.1366244554519653,1.0140862464904785
